,customer_id,VENDOR
3983,ORB3QC4,192
3984,XY2BG6R,83 145 83 83 83 83 84 84
3985,82Q8E5N,85 85
3986,9VJZUWB,310 259 110 149 82 85 85 110 191 134 401 110 110 391 104 201 191
3987,6YF33MA,113 157 157 265 113 113 265 113 157 104 265 192 113 265 113 104 259 191 679 578 157 113
3988,NO1G8GV,113 113 113 113
3989,US01GUZ,4 4 159 159 4 4 4 4 207 4 201 4 110 159 110
3990,CUXT7BX,105 44
3991,OXY8BKP,134 201 4 33 203 78 288 288 4 288
3992,6C2H9RE,157
3993,GO7LLZH,195 4
3994,8J13AZD,195 191
3995,SRVXGQU,92 92 92 92 104 92 104 92
3996,XDU8NNR,113 113 113 113 113 113 113 201 106 113 113 113
3997,1J769FS,113 113 113 104
3998,UGDBHKN,113 113 113 113 78 259 259 113 113 106 79 401 113
3999,D7MI9OK,113 113 113 20 295 250 295 577 679 295
4000,ET1Z99K,113 113 265 113 679 79 113
4001,F2D8DWX,83 85 83 86 386 105 86 55 84 86 386 386
4002,WTW1WDF,157
4003,3ZRZ5XS,113 149 113 113 259 113 28 113 201 113 28 67 113 113 113 113 113 113
4004,OSX8C4W,193 193 193 846 846 846
4005,0ISANP8,83 83 83 83 83 83 83 83 83 83 83 83 83 83 83 193 83 193 83 83 83 193 83 193 193 193 83 83 199 83 84 846 846
4006,Z5YDE1Z,265 265 265 28 66 66 66 66 113 66 113 66 265 149 66 43 67 67 28 28 547 28 67 547 547 28 67 547 547 67 67 547 547 67 67 201 67 547 67
4007,MU4234B,83 83 83 84 583 84 459 84
4008,E6HNJZ8,85 83 459 86
4009,917WVGW,110 110 110 159 191
4010,V8Y9WD5,113 192 110 192 113
4011,2YK1F8W,265 265 265 265 265 265 547
4012,SCWX2OQ,192 221 180 192 20
4013,U7UNA5H,85 83 83 84 105 84 84 90 145 145 356 84
4014,8KJZGMX,78 582 79
4015,C5YA1C1,161 161 203 161 161 573 573
4016,N5XBCSN,78
4017,KEGDEI8,66
4018,GEM1F61,92 92 259 92 271
4019,8GAQGKK,85
4020,4JIB8ND,105
4021,Q9JBEIE,104 104 298 195 104 159
4022,DJ93DZS,231 231
4023,D6T5OEG,85
4024,CL1IQQI,161 161 161 161 573 573 199
4025,EDBYFUL,113 113 113
4026,VJPJA98,189 75 78 110 110 78 110 86 577 577 110 110 110 110 681 105
4027,AGQ06TX,134 274 134 288
4028,GJ08KIB,288 288 288 13 81 13 13 13 75 13 288
4029,3WB1JXR,92 201 180 201 92 92 92 92 180 180 92 92 92 92 92 92 92 92 92 92 92 92 681 92 583
4030,W34AAST,78 78 106 265 79 79 79 79 856 79 856
4031,HTDA5EV,159 159 159 159 159 310 159 159 159 159 676 85 104
4032,2SFET3F,78 79 578 106
4033,DQBIG1N,83 85 83 83 85 86 86 86 459 86 90
4034,3K7OXNE,78 154 154 154 154 681 145 154 681 356 154 154
4035,OJQMB89,199 90
4036,BVSQQNE,78 78 79 191 191 191 191 401 191 191
4037,LBUIKDQ,83 79 90 849 856
4038,95RBGNM,159 75 75 195 195 191
4039,FIHBJ98,192 33 4 188 188
4040,NFX2XPS,110 104 134 23 192 92 207 110
4041,7HQA9GF,104 159 23 298
4042,I7GHAB7,294 294 289 289
4043,IQ6SGDS,161 196 196
4044,T6F3BJN,90 90 90 391 304 154 154 44 81 84 575 537 356 537 386
4045,QHB6RLY,199 225 304 300 105 225 237 44 537 537 537 537 537 148 84 356 84
4046,19SCA5P,188 92 188 188 858 92
4047,Q9IU7Y6,243 83 83 84 44
4048,PQL005Y,55 55 55 55 4
4049,6BOXNGZ,259 157 157 78 157 79 547 157 221 79 858 106 221
4050,GQGXPMY,203 161 161 573 573 573 199
4051,VDWKXOZ,196
4052,7UGC81I,157 259 33 75 33
4053,XS3983F,78 78 104 78 78 104 79 79 104 79 79 79 79 79 104
4054,7EPW83W,78 104 78
4055,7JQXFK7,20
4056,OJNI83M,265 106 216 216 216 82 113
4057,GFP878J,85
4058,3Z5SX9I,157
4059,CX546I5,4 288 547 547 547 858
4060,AAS4LKN,33 33 159 33 33 33 310 310
4061,58JFM01,105 271 145 537 537 537 537 537
4062,EARPX89,113 113 113 113 113
4063,P4939P6,83 83 83 193 83 84
4064,X9ZO28R,197
4065,UZ79GV9,78 78 195 195
4066,7EDYML8,83 83 83 83
4067,F7IVDZR,85 83 85 85 85 85 85 391 537 386
4068,69FMQSN,110 201 149 113
4069,JF0MJYM,106 78 106 106 106 106 106 78 106 106 106 106 106 79 79
4070,FWCX76F,78 43 199 44
4071,6A1IUHZ,113 78 78 28 28 28 106 78 78 106 106 191
4072,O00XC83,195
4073,04AWPBE,193 83 85 83 84 84 84 398 398 849
4074,ZB5RIX1,154 154 243
4075,FJQXEBX,197 537 145 105 356
4076,K1ZFVS7,105 83 83 105 243 237 191 849 681
4077,0AE8QGM,195 79
4078,G61TKMY,83
4079,PZJ0O8L,196 196 113 203 75 76 28 573 192 199 134
4080,8HN81JL,83 83 386 84 84 84 386 84 84 386 84
4081,LO0CFSO,195 159 159 195 159 159 23 274 20 28 176 191 20 159 159 159 159 159 159 547 159 159
4082,656MN07,250
4083,OJM6J7U,195 78 78 78 78 28 28 189 78 79 79 79 79
4084,4HDR68Z,195 195 115 78
4085,7I2PJER,195 294 113 195 78 78 113 259 113 259 149 113 79 578
4086,UH2ZZ3E,193 193
4087,GEUMNEO,274
4088,MPVGCNV,75
4089,91ONKRZ,20 195 79 115 115 856
4090,9T7DGME,85 85 86
4091,74HX5R1,294
4092,9YUOY1W,303 303 303 81 303 81 303 298 298 298
4093,V6Z8XIH,92 180 92 92 92 134 180
4094,8Q2WTVL,289 145 289 148 148 105 199 105 148 105 148 148 148 391 391 148 105 105 86 148 148 148 148 148 86 148 356 846 148
4095,WIRYMWN,113 113 113 113 679 577 679 577 547 578 134 578 134
4096,LSBF14V,196 203 203 196 161 199 199 199
4097,J1OWR87,4 4 4 681 681 681
4098,GMH57XX,113 176 221
4099,ZKV0T9H,78 113 195 195 221 195 221 193 195 113 195 195 195 578 113 113 578 113
4100,X8S6EVW,28
4101,6MMNJUO,83 4 85 83 84 84 84 84 86 84
4102,2V7J1DA,294 391 391
4103,P0FXOAY,157 583 547
4104,HQ3TDEA,303 303 303 189 134 298 298 33 679 134 679 679 298
4105,NW4LSZG,221 75 221 28 33
4106,TYG32JC,113 113 113 33 113 113 113 113
4107,NIIGM4R,294 83 83 83 83
4108,JHCME4U,4 4 55 55 4 4 310 4 4 4 4 4 4 4 4
4109,1S0B1H3,81 81 92 76 298 28 82 841 176
4110,3R049DA,33 192 192 33 33 83 85 20 192 192 23 23 250 547 250 250 55 356 250 84 76
4111,WA94YEE,304 304 83 83 84 84 161 681 583 583 583 681
4112,QJ3AIJF,85
4113,6COHHP0,145 575 575 84
4114,L7MZNS1,193 189
4115,BOBXV0T,85 85 83 84
4116,QT8DVPT,113 113 113 113 113
4117,2N24XBG,4 180
4118,URB3NDI,243
4119,OA65BLM,113 113 221 113 78 113 113 113 13
4120,TN8EO9Y,4 4
4121,85S7Q2C,113 157 113 149 113 113 113 113 113 113 113 149 113 578 578 33 113 159 113
4122,CSQQ9OY,148 105 195 356 195 195 195 195 195 195 195 195 195
4123,8BCFQAD,250 78 221 304 304 304 221 304 299 575 86 216 86 44 44 84 575 583 105 575 299 845 105 575 575 845 846 846
4124,IQ5DE10,104 104 104 78 104 104 20 78 104 104 104 578
4125,PLW3RCJ,243
4126,MGGV3XP,105 846
4127,EZUCY0M,149
4128,XSVRSLD,265 110 83 78 189 159 195 33 110 191 578 295 310 191 391
4129,CHQ8TEG,75 75 75 203 75 75 573 573 573
4130,XX27T5X,78 78 78 78 78 78 79 79
4131,AOW0DAV,180 193 180 81 274 188 547
4132,TPZDM8A,193 193 189 189
4133,F68WRUW,193 105 243 83
4134,HRADGEL,85 391 299 299 160
4135,TBGJ2W8,231 225 105 225
4136,IQI1K6Z,85
4137,T2A2AOK,106 78 79 582
4138,GSO5B5S,159 159 159 159 159 159 159 159 159 221 159 159 159 159 159 159 159 159 159 159 159 159 159 159
4139,96VJSRO,78 13 78 13 79 79 79 13 79 79 79
4140,CA768E7,192 28 28 134 4 192 547 134 134 547 134 676 858 134
4141,NJY0SK2,300 78 300 28
4142,IH3ZFSL,192 192 75 192 113 113 113
4143,RX91VHR,113 110 113 106 679 679
4144,NG18RRE,105 294
4145,ZWX02RP,265 149 113 113 265 265 106 149 578 679 259 679 149 134
4146,O415JDN,90 243 43 105 105
4147,6BMM1TF,201 33 201 33 197
4148,JWE4JXX,310 33
4149,33X2DIZ,243 105 243 83 90 84 90 386 90 90 225 84 537 90 84 90 84 84 90 84
4150,CQIFCER,157 157 157 157 157 157 157 157 157 157 157
4151,CYXS8P4,76
4152,CQSB5NM,105 75 231 105 356 537
4153,4UEYD4J,23
4154,ENTPEW7,78 78 106 106 78 78 78 79 79
4155,24VFD7R,115 201 195
4156,AWM2JWV,274 274 274 66 4 578
4157,X1WYORL,83
4158,SQ9KFF0,83 391 83 83 83 83 274 83 85 83 84 577 386 84 86
4159,ZCBI25G,81 134 180 104 176 33
4160,IWJXUAY,104 176 134
4161,970H5VO,28 78 78 858
4162,8T946TD,106 104 79 79 191 79 79 79
4163,OCBSXQS,294 154 83 83 83 83 160 849 289 849
4164,3ZA9K14,180 180 195 192 78 250 250
4165,F1BJRYS,85 148 681 583
4166,88YLJ58,43 84 583
4167,TLU5615,106 106 195 104
4168,UQRTP87,66 577 82 310 176 79 82
4169,ABINYQD,243 289
4170,KPGGRJD,81 274 274 274 274 274
4171,SJIVFI0,110
4172,PRSARUB,83 294 294
4173,QXI8DGE,78 78 195 78 78 78 78 78 104 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79
4174,YYL3O55,105
4175,UV35OAK,298 113 13 13 192
4176,S1X085Z,28 113 106
4177,QMUW3WU,81 149
4178,17LKKT7,221 81 221 274 221 401 401
4179,KCK36ZD,104
4180,9OC7SJN,43
4181,PPFCA86,199 145 197 148 157 148 419 148 148 148 148
4182,DSC4G7Z,243
4183,GL6LYS0,33
4184,HYIGOWQ,83 83 84 225 846
4185,6ULWQQ5,294 189
4186,ZPYAYDI,193 243
4187,459CLRI,274 265 300 391 159
4188,Z3BTH2Q,78 78 78 78 78 78 78 78 79 106 79 79 79 79 79 79 106 79
4189,OQATQT4,195 113
4190,7J3KVEQ,83
4191,33FCRSH,161 161 161 573 199
4192,LD04L1H,105
4193,23O3D9K,196 203
4194,T3O08HI,78 78 78 28
4195,9KMBHFR,92 92
4196,Y8RDUPE,83 845 845 845
4197,MZAFK3G,83
4198,ZGUM4KF,243 83 82 145 237 83 583 583
4199,E1PH103,115
4200,GO6O6DV,28 28 78 28 113 78 78 113 79 79 43 28 28 858 28 28
4201,8XUF1E0,294
4202,Z47UWUG,78 78 78 299 79 79
4203,Y4H39G4,288
4204,HV9KWWA,20
4205,20VHCJZ,20 4 180 4 76 105 81 4 4 76 76 76 55 176 583 20 33 583 4 4 4 4 843 583 4 4
4206,0E55VUX,221
4207,AVKTSVX,221 33 221 92 216 547 216 547 216 216 298 547 547 216 288 547 547 288 547
4208,B5L684A,20
4209,IKIBO6C,231 231
4210,7EN5EPN,195 75 149 78 259 75 225 225 195 300 195 157 149 191 191 191 191 547
4211,P4WDEP3,20 20 20 20 84 20
4212,XQ07TWN,81 176 55 221 81 4 193 225 193 92 846 189 189 189 681 4 189 846
4213,06KCWZW,75 86 391 391 391 391 676
4214,FB65J4Q,134 134 134 134 134 134 134 104 4 92 134 134 134 23 23 4 271 271 92 23 23 23 75 4 4 4
4215,C2QYEH5,105
4216,5GM149V,303 134 298 298 298 298 298 298 298 298 298 298 298 298
4217,NT8LHNM,4 4 259 547
4218,TPN29AC,113 259 113 113 113 113 259 157 201
4219,UT4SNWB,85 86 86 84 84 84 225
4220,OYB5QHM,33 303 310 298 298 33 33 33 298 33 298 33 298 33 298 288 298 33 298
4221,72SNPIB,195 104 33 33 33 33 33 104 191 106 191 191
4222,KJ2HYLU,78 192 303 265 192 192 274 274 192 134 274 274 274 134 192 265 189 110 66 265 134 78 300 303 303 20 113 259 110 159 298 159 188 106 113 159 188 82 82
4223,TZ3B5MY,157 157 157 157 157 157
4224,5MD29BU,274 274 303 298 288 159
4225,VWMA31U,300 274 300 274 274 81 274 274 274 274 274 274 176 176 176 82 176 295
4226,2LWS99M,4 4 159 195 4 4 4 4 159 4 176 83 4 391 104 391 20 356 4 4 23 203 4 4 237 841 250
4227,0RLIX8M,274 274 176 4 4
4228,VNJL7TB,105 849
4229,HZBTGZK,113 113 113 20 75 113 28 149 28 113 28 113 43
4230,1D8AZUE,113 113 113 113
4231,F1FB5LI,78 195 78 76 78 79 191 547
4232,QWJUGK4,157 33 188 271
4233,67X0NMT,85 391 391 199 197 299 44 299 299 44 86 84 90 148
4234,WL4MOVF,106
4235,6KPLTWS,157 157 157 157 157 157 157 157 157 157 157 157 157 157
4236,3P02A7I,43 231 85 193 391 391 85 391 391 386 86
4237,UPVEXGA,113 76 113
4238,37BTJQV,196 161 161 161 573 573 199
4239,36IPIEN,105 105 83 83 148 391 300 113 106 106 221 157 547 856
4240,C4OX2I1,113 75 113 113 113 113 113
4241,8XAMIOT,78 78 196 79 79 79 201 79 79
4242,UO6EF4A,85
4243,SLN9OXT,4 23 4 23 23 13 20 4 20 159 20 20 159 20 159 20 13 20 20 159 188 20
4244,CQW1K42,192 192 195 23 23 578 23 23 188
4245,QJI7LNU,271 145
4246,DSF23FH,192 294 83 145 83 83 43 43 289 43 84
4247,2VEYLKG,203 196 161 196
4248,BHZNSIX,195 4 104 159 195 159 4 679
4249,NWFMA3O,113 106 106 78 78 113
4250,O3EPWLD,265 78 110
4251,4J18MZ3,85 113 386 113 113 84 386
4252,0NH5KNN,195 13 149 113 20 176 113 149 113 113 28 113 201 113 113
4253,EYSF0SU,193 105 193 189 84 843 189 189
4254,99HJJPX,104 104 104
4255,3X7YP36,203 203 161
4256,LPF5YXU,203 573
4257,I6XEI1Y,92 110 192 192 4 4 4 33 4 4 271 4 288 4 310 4 547 33
4258,2IBHJX8,207
4259,MW8IN65,78 243 288
4260,5GC3K7A,110 310
4261,S9VNRM0,274 274 216 295 295 271
4262,VXAFCIR,83 83 386 84 459 84
4263,47Y4EIM,78 78 79 79
4264,XEY42VS,189 189
4265,98XWIKU,145 105 391 86 195
4266,8WYOTVA,113 4 113 113 20 4 4 401 401
4267,K3N13O5,157 157 157 20 188 113 201 676 679 676 676 676 676 676 676 676 676 676 676
4268,W7OB6BY,90 83 90 90 90
4269,SFT5XCK,310 310 310 259 288
4270,UROU45Q,243 85 85 83 85 83 83 83 83 83 83
4271,O88QZMT,84 274 841 401
4272,DKRCEZP,78 106 265 192 66 265 265 192 33 33 106 578 33 259 104 134 271 33 76 104 104 67 106 259
4273,EYMCEWA,83 83 83 83 90 84
4274,UBVHCFC,157 157 157 679
4275,AZTFKGP,197 154 154 299 84 44 84 44
4276,ZBAGBQT,159 159 4 159 159 159
4277,EVYAXDB,105 105 386 105 537 846 90 105 846
4278,ZUKJD82,83 192 192 188 79 188 197 188
4279,7JP1EMU,44
4280,MKDT07L,104
4281,Q9HW7R4,76 20 105 43 105 43 84 44 44 84 356 160 84 44 44 160 44 84
4282,YSO44DA,83 154 846 846
4283,3KEBKBI,189 66 288 189 106 113 259 106 105 221 4
4284,IQ49BIB,161 161 161 196 161 573 192
4285,KMRPQ6B,157 157
4286,BRP0U1C,78 78 78 78 67 67 110 79 79 578 578 79 578 578 582 582 149 578 679 582 79 582 79 67 67 67
4287,APUOIY6,113 75 161 161 310 161
4288,K21OY05,78 149 66 78 66 83 66 265 66 78 66 66 66 67 67 106 67 578 104 67 67 582 110 67 67 67 578 67 67 67 67 271 75 259 67
4289,3SHU6TJ,75
4290,XY6N5WX,78 243
4291,4HUYIHT,193 85
4292,JNDWT2L,113 113 149 113 28
4293,YQ9QYG1,33 33 23 33 33 33 216 191 33 33 401 33 33
4294,NHC71N6,85 271 271 271 105 289 105 289 271 289 44
4295,1PXEJJS,195 28 195 547 547 547
4296,B8Y5V1N,83 85 85 83 85 43
4297,VWJMLZ8,92 192 303 310 159 134 43 250 33 43 216 298 159 79
4298,ARMTHS7,159 159 191
4299,D9GADP0,106 188 201 79
4300,ST2JADJ,83 83 83 83 846 846 846 84 86 846 846 843
4301,5W1PRMC,193 193 193 193 83
4302,3UAUT5B,83 243 207 537 356 289 537 84 195
4303,2NAKW3U,105 105 145 105 145 105 225 180 105 356 681 237
4304,MLLPLB5,33 33 81 92 33 20 20 33 33 577 679
4305,0S7HL7L,78 106 106
4306,OFRRF3Z,43 43
4307,6ZFHOBY,4 192 75 82
4308,U7VVAGE,289 44 55
4309,OVIO0NW,193 193 201 55 55 225 386 197 197 583 583 583 90 583 86 583 583 44
4310,JU17CHG,33 33 33 33 33 33 221 265 33 33 216 401 401 33 216 191 401 401 401
4311,P3MU2II,83 44 846 845 189
4312,P7WRP5C,304
4313,FSAI16J,243 243 243 237
4314,2Z9UJFK,104 76 271 104 271 104
4315,TN4KVGD,83
4316,ZTCJZ6E,28 192 547 855
4317,1QQ6YQO,110 110 259 192 189 189 225 192 259 259 110 110 28 4 401 4
4318,5LNJI6B,43 583 84 537
4319,B31E57J,83 83
4320,35QKQIQ,274 858 92
4321,AY2OR9V,105 105 105 105
4322,W5NMKSP,265 28 265 106 265 33 4 4 310 28 33 391 259 4 4 4 259 858 578
4323,HSBL72U,145 289
4324,29BU83K,78 78 78 78
4325,BUE7NSZ,193
4326,4R4PD90,243 43 83 67
4327,QN8I1DE,105 105 391 105 105 575 386 846 846 846 846 846 846 846
4328,EZZLCET,20 298 33 4 4 81 583 4 20
4329,WBVSH4S,20 20 189 310
4330,HEQDQMF,66 90 66 67
4331,N44BC4B,193 189 84
4332,JTS50Y5,193 193 193 193 193 193 193 193 148 148 148 148 193 193 193
4333,Z998KP1,113
4334,4CADA5A,113 106 113 78 250 113 79 79 79 113
4335,E9K3D23,113 113 578
4336,HFWDZNT,110 113 192 113 110 113 679
4337,BOT5WY6,134 134 134 221 300 300 300 300 295 295 92 295 259 295 295 295 295 295 295 92 295 295 295 295 79 856 856 679 295 295 295 295 75
4338,ALK6YIY,113 66 75 75 113 113 259 113 113 113 259 113 176 149 66 66 113 106 75 106 66 288 76 67 67 113 113 76 76 191
4339,XG02RY7,33 841 841 86
4340,141REOU,81 104 104 104 159 310 82 104 310 67 310
4341,13NU2UY,221 221
4342,QY362X2,113 113 113
4343,1FEVGNF,104
4344,NZCD7DS,195 193 191 310 310 189
4345,QNBT91Y,33
4346,BP0AORQ,157 113 78 113 28
4347,FZ20QHA,4 20 13 265 259 578 110
4348,SCTUDNM,105 105 193 105 243 201 106 160
4349,4WT3BKK,259 113 113 113 79 113 578 113 578 582 681 578 113 191
4350,9MZ9G3R,113 113 78 201 113
4351,I8JQU65,106
4352,TL7RZ08,157
4353,1RWIBMW,92 92 86
4354,SFISC0H,157 157
4355,KFC4E5X,106
4356,YSFYRYT,84 221 75 81 195 300 274 195 20 20 191
4357,AQPJXUA,193
4358,47R8NK0,159 159 159 159 159 159 159 106 92
4359,SG66XGM,78 113 113 106 113 113 401 79 113 113 79 79 79 79 79 79 79 79 113 79
4360,1SR2S6G,193
4361,XNPMIZD,81
4362,SYDMVYY,113 176 113 189 189 176 113 188 115 679 115 115 115 115 115 115 115 115 115 113 115 115 115 113
4363,701EDH5,134 134 547 679 858
4364,D54LNVL,85 83 83 83 83 86 386 386 386 86 86 86
4365,MO0Z33E,203 161 196 161
4366,DJTBBN4,303 303 192 303 81 188 20 104 104 23
4367,4ZM4O78,195 195 159 13 195 195 13 195 104 191 191 191
4368,UVNVPJ5,243 193 105 105 237 105 237 846 845 845 86
4369,WJNKPHI,78 78 78 78 78 78 78 78 78
4370,KPYY4SJ,231 231 391 231 289 231 391 231 231 55 225 575 356 55
4371,LUZKBXD,203 203 113 203 203 203 203 203
4372,2DIEO20,75 75 221 192 75 192 192 75 221 188 188 188 188 188 188 188 76 188 188
4373,O3NRB57,161 192
4374,X73UOZY,161 161 161 83 573 573 573 573 192 573
4375,PBYNIWR,113 113 113 113 78 113 113 78 113 113 113 113 113 113 79 113 113 79 79 113 79 113 113 113 79 79 113 79 113 113 113
4376,WON204T,243 85
4377,494C0SD,110
4378,5X3D9RJ,203
4379,0BN9G4T,83
4380,A7QH0Z1,92 92 92 92
4381,ISXVCFI,20 265 66 66 78 106 106 78 79 67 20 681 79
4382,F8735K5,83
4383,VFKTFN6,33 4 4 4 192 192 192 4 4 4 271 4 4 4 4 4 4
4384,1UEQ9OV,83 105 294 105
4385,5SNBDSD,113 201 310
4386,NGH97OV,33 33 92 92 33 92 33
4387,QZWXPI8,157 157
4388,C3MNZ53,161 161 161 161 573 573 573 573 199 573 573
4389,4PQIZOU,207 195 195 195 195 191 191 191 28 841 216
4390,C8M6HW9,78
4391,KAAGOBA,193 193 419
4392,JSGNJSI,243 105 83 105 85 83 105 300 583 583 681 300
4393,OL3YREH,294 294
4394,OWCYC3A,83 85 386 84 86 84 84 84 86 84 84 84 84
4395,RHO8J7H,294 85 225 289
4396,GL61FRK,197
4397,2VBI7XC,92 92 92 92 92 92 92
4398,6ZATWUE,243 243 83 243 243 83 83 243 243 83 237 237 105 386 105 537 105 237 105 537
4399,KOJ3HZO,157
4400,VIW1TXL,289 250
4401,YI9SQ2M,66 113 113 113 113 113 113 113 113 113 113 113 113 113 113 113 113 113 113 113 113
4402,8J9Z34I,113 221 113 221 221 221 221 113 75 113 115 115 159 221 221 221 110 547 33 578 110 20
4403,7C8CV1O,83
4404,7MJ6WDD,33 33 33 33 33 33 33 33 33 33 33 33
4405,X84F4S7,199 105 154 90 154 154 154 154 105 289 537 289 160 160
4406,Z4WTLL0,83 243 237 537 216 216
4407,LK3PZGC,157
4408,6LC5090,148 391 90
4409,4KULKLL,288
4410,5E9AKG9,193
4411,JO5H7D4,161 161
4412,0UUFVSU,161
4413,WM5BJ5U,201 201 113 106 265 197 259 110
4414,Y3TYWIZ,294
4415,UNRN434,90
4416,12H68KC,161 161 161 161 203 161 161 161 161 161 573 573 573
4417,SXOSEF1,154
4418,H3P2F2J,78 78 104 78 106 79 106 106 79 106 79 106 79 79 79 79 106 79 79 106 106 104 104 79 106
4419,RPH7BLI,78
4420,PGO92OU,159 4 180 294 159 159 4 192 192 159 33 188
4421,B87ACJS,199 79 82
4422,UMMFAW1,78
4423,SSZMMBS,110 180 401
4424,HQZOBMP,193 386
4425,GLOTMW2,28
4426,0FWIT1W,159 81 192 159 81 159 159 33
4427,YM8SUR9,148
4428,QHDN53L,196
4429,LE4ZOQZ,195 196 196 203 196 20 192
4430,MGLOW49,243 243
4431,5PUXDY3,106 259 221 106 113 259 113 221 259 113 203 106
4432,3NKEFBB,299 83 294 294 294 583 294 583 583 294 583 583 843 846 294 681 846 583 843 846 294 294 294 846
4433,082C92S,106
4434,K8T2M2J,23 23 191 191 33
4435,YEN89K3,83 105 85 105 193 193 243 243 85 105 299 84 419 419 299 419 289 86 86 356 299 237 189 237 105 419 86 105 237
4436,FKDC4H4,78 79 79
4437,E993MRA,289 231
4438,575MHJT,159 159 157 159 78 159 78 78 401
4439,5IGP28R,203 203 203 203
4440,07G9OMN,289
4441,O5F2Y1I,106 78 106 195 106 106 28 106 106 106
4442,XTC34YY,78 265 78 79 856 856 856
4443,NNY5MTX,196 203 161 196 161 196 192 113 192 855 192 855
4444,ZASU4EQ,83
4445,ZNZVDNJ,33 33 55 33 33 33 33 679 288 4 288
4446,87J9T6J,85 44 44 846
4447,PKW59QN,157 157
4448,YWD01FT,259 195 195 259 195 113
4449,67KISH9,161
4450,FSOHRDZ,113 265 259 582 106
4451,CGUQWTL,199
4452,C3FLY1T,78 578
4453,MEB83HO,106 207 79
4454,5NVH21I,157
4455,RIR1CW0,199
4456,O6OCDNH,78 78 78 79 79 79
4457,51INI4W,288 4 13 13 43 4 13 82
4458,M33Q933,259 43
4459,DA6JH1V,294 84 386
4460,8QN0KVF,195 195 195 195 195 43 191 191 191 191 191
4461,AQCDBG4,243
4462,7TN8LIV,294 83 113 113 83 110 113 113 44 4 578 4 113 583 113 578 113 113 84 113 113 846 846 113
4463,8HLGRAW,161 161 192 192
4464,0GKTXC4,196 203 196 196 192 192 192 192 192 192 192 192
4465,LWSOEYY,85 85 85
4466,JF2IIID,243 193 193
4467,ON1YX7C,83
4468,4Q1W23G,159
4469,90OA8FT,20 43 33 679 681 159 176 159 681 681 271 271 33 176
4470,YUPDPVC,81 225 20 225 33 176 81 115 4 115 115 115 4 28 578 113 578 547 578 4 82 547 4
4471,ZESH6I6,20 221 134 4 4 20 4 20
4472,0BKG3DH,134 192 134 134 134 134 134 78 134 288 189 79 188 134 134
4473,8IAP77K,192 92 578 271
4474,MZE9XJ5,157
4475,UWWTUB0,113 28 43 28
4476,T3591ES,105 84 84 84
4477,9VT7P1L,105 105 231
4478,HOGVXXZ,157 157 157 157 157 681 843 681 681
4479,9CEVH2O,157
4480,W20UCY6,113 113 113 113 113 113 679 113 113 113
4481,EM20J8Q,157 157 157
4482,LAQ989J,90 197 197 197 197 193 154 193 193 193 193 85 85 391 86 189 386 299 356 225 356 459 189 160 356 846 846 846 846
4483,887G7RZ,82 148 43 145 304 300 225 55 81 55 55 81 44 207 300 84 84 547 81
4484,Q4R8E0I,104 192
4485,PVEP9F4,106 243 104 66 66 104 81 81 104 104 81 104 66 66 104 195 81 66 67 159 67 104 104 67 67 67 104 67 67 303 191 106 582 82 67 67 104 191
4486,MEVSI9I,157 157 157 157
4487,BTB20BZ,113 66 66 113
4488,UKYO9AF,157 157
4489,VRVRCSZ,201 201 201 201 201 197 197 197 679 676 197 577 676 197
4490,5M7ZHE1,159 189 300 300 300 4 300 159 300 300 271 92 295 203 295 295 203 295 188 295 159 159 33 191 295 159 33 295 841 841 841 159 841 391 295 841 271 841 159 841 159
4491,A7ZKLSO,81 159 159 180 274 274 303 221 180 180 134 159 303 303 113 180 180 303 159 92 180 159 159 274 92 192 221 221 159 159 180 159 134 4 134 159 192 310 20 159 298 310 134 134 188 82 176 176 176 176 92 176 92 134 188 134 176 159 310 176 20 841 841 159 134 188 4 159 176 134 176 176 75 176 176 176 92 176 188
4492,ZLVBIPA,110 110
4493,OEQ51Q2,85
4494,P4Q70L8,203 203 203
4495,IGC43S2,203 271
4496,1JB2OK6,192 92
4497,3KNOK9Q,66 78 66 578 79 104 578 578 104 82 188
4498,6O7ASQE,33 4 679 578
4499,4EAU53Y,176 274
4500,QFLPWWD,203 78 79 79 79 28
4501,CAFNWPA,85 85 85
4502,MFVGBK3,203 203 199
4503,OVMXH07,115 115 115 104 221 115 159 295 115 115
4504,HA6WWLG,85 4 196 106 231 192 149 4 4 4
4505,9SXIV8B,188
4506,30L1BYZ,85 86
4507,V6J1E9X,203
4508,DYH66HC,288 288 149 66 288 149 79 149 547 547 79
4509,L6I3XAG,299
4510,4SKA2TN,310 20 110 259
4511,QTS0BZ1,110 265 110 191 386 106
4512,KUKDG5J,105 90 160
4513,DBATUDK,78 106 78 78 78 78 78 78 79
4514,Z26DKQO,66
4515,L2Z0E1Y,78 78 78 106 106 106 28 106 28 79 79 858 106
4516,KUGLZYN,159 159
4517,FNT4JB7,113 78 113 113 113 79 79
4518,2JHPZ0O,243 391 386 386 148 537 207
4519,DYHDZ7H,188 188 288 288 288
4520,F7VZLSV,66 265 191
4521,HJBF259,23 105 85 237 575
4522,U7PC3HX,159 265 265 180 176 13 176 20 274 78 75 271 76
4523,DLIW7OH,44
4524,WHD5ZK9,193 90
4525,JN61NGK,161 161 161 161 573 573 573 573 199
4526,TM6KAYJ,23 113 113 113 113 113 113 79 113 188 23 679 113
4527,2RR934R,78
