,Unnamed: 0,customer_id,gender,location_number,location_type,latitude_x,longitude_x,city_id,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10,tag_11,tag_12,tag_13,tag_14,tag_15,tag_16,tag_17,tag_18,tag_19,tag_20,tag_21,tag_22,tag_23,tag_24,tag_25,tag_26,tag_27,tag_28,tag_29,tag_30,tag_31,tag_32,tag_33,tag_34,tag_35,tag_36,tag_37,tag_38,tag_39,tag_40,tag_41,tag_42,tag_43,tag_44,tag_45,tag_46,tag_47,tag_48,tag_49,tag_50,tag_51,tag_52,tag_53,tag_54,tag_55,tag_56,tag_57,tag_58,tag_59,tag_60,tag_61,tag_62,tag_63,tag_64,tag_65,tag_66,tag_67,tag_68,tag_69,tag_70,tag_71,tag_72,tag_73,tag_74,tag_75,tag_76,tag_77,tag_78,tag_79,tag_80,tag_81,tag_82,tag_83,tag_84,tag_85,tag_86,tag_87,tag_88,tag_89,tag_90,tag_91,grand_total,item_count
2827,298000,LUXTIVJ,0,0,0,0.04092,-78.6,1.0,1,0,0,1,2,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.22,2.9158967810396583
2828,298100,LUXTIVJ,0,1,2,-0.10425,-78.56,1.0,1,0,0,1,2,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.22,2.9158967810396583
2829,298200,LUXTIVJ,0,2,2,-0.1032,0.4841,1.0,1,0,0,1,2,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.22,2.9158967810396583
2872,303000,NWS5K6H,0,0,1,-1.238,-78.44,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.55,2.0
2956,312100,LXEOMC2,0,0,1,-1.523,-78.44,1.0,8,2,2,2,14,0,0,8,2,0,2,2,0,0,4,14,0,0,0,0,0,2,6,14,0,0,6,0,0,10,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,4,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,32.2235294117647,3.681146112070488
2957,312200,LXEOMC2,0,1,2,-0.2162,-78.56,1.0,8,2,2,2,14,0,0,8,2,0,2,2,0,0,4,14,0,0,0,0,0,2,6,14,0,0,6,0,0,10,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,4,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,32.2235294117647,3.681146112070488
2958,312300,LXEOMC2,0,2,2,0.639,-78.7,1.0,8,2,2,2,14,0,0,8,2,0,2,2,0,0,4,14,0,0,0,0,0,2,6,14,0,0,6,0,0,10,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,4,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,32.2235294117647,3.681146112070488
2959,312400,LXEOMC2,0,3,2,-0.2037,0.854,1.0,8,2,2,2,14,0,0,8,2,0,2,2,0,0,4,14,0,0,0,0,0,2,6,14,0,0,6,0,0,10,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,4,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,32.2235294117647,3.681146112070488
2960,312500,LXEOMC2,0,4,0,-1.523,0.03192,1.0,8,2,2,2,14,0,0,8,2,0,2,2,0,0,4,14,0,0,0,0,0,2,6,14,0,0,6,0,0,10,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,4,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,32.2235294117647,3.681146112070488
2961,312600,LXEOMC2,0,5,0,-0.585,0.834,1.0,8,2,2,2,14,0,0,8,2,0,2,2,0,0,4,14,0,0,0,0,0,2,6,14,0,0,6,0,0,10,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,4,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,32.2235294117647,3.681146112070488
2988,315500,03A5JNU,0,0,0,0.0648,-78.6,1.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,2.5
3138,331500,KPYY4SJ,0,0,2,-0.8716,-78.5,1.0,18,0,0,18,12,0,0,12,0,0,0,0,0,0,6,12,0,0,0,0,0,6,0,18,6,0,6,12,0,12,0,6,0,6,6,0,0,6,0,0,0,0,0,0,6,0,0,6,0,0,0,12,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,19.685714285714287,3.868497700742613
3139,331600,KPYY4SJ,0,1,2,-0.1493,-78.56,1.0,18,0,0,18,12,0,0,12,0,0,0,0,0,0,6,12,0,0,0,0,0,6,0,18,6,0,6,12,0,12,0,6,0,6,6,0,0,6,0,0,0,0,0,0,6,0,0,6,0,0,0,12,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,19.685714285714287,3.868497700742613
3140,331700,KPYY4SJ,0,2,2,-0.8726,-0.06506,1.0,18,0,0,18,12,0,0,12,0,0,0,0,0,0,6,12,0,0,0,0,0,6,0,18,6,0,6,12,0,12,0,6,0,6,6,0,0,6,0,0,0,0,0,0,6,0,0,6,0,0,0,12,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,19.685714285714287,3.868497700742613
3141,331800,KPYY4SJ,0,3,2,-0.1472,0.1415,1.0,18,0,0,18,12,0,0,12,0,0,0,0,0,0,6,12,0,0,0,0,0,6,0,18,6,0,6,12,0,12,0,6,0,6,6,0,0,6,0,0,0,0,0,0,6,0,0,6,0,0,0,12,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,19.685714285714287,3.868497700742613
3147,332400,JHA6PL2,0,0,0,-0.4622,-78.56,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.900000000000001,2.0
3148,332500,JHA6PL2,0,1,0,-0.458,-0.09015,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.900000000000001,2.0
3173,335100,ECKPGMP,1,0,2,-0.4456,-78.56,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,1.5
3174,335200,ECKPGMP,1,1,2,-0.443,0.0441,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,1.5
3190,336800,OHWIC3E,0,0,2,-0.5205,-78.5,1.0,3,6,3,6,9,0,0,9,0,0,3,0,0,0,0,3,0,0,0,0,0,6,3,3,3,0,0,3,0,6,0,3,3,0,0,0,0,3,0,0,3,3,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24.591666666666665,2.9166666666666665
3191,336900,OHWIC3E,0,1,2,0.1827,-78.6,1.0,3,6,3,6,9,0,0,9,0,0,3,0,0,0,0,3,0,0,0,0,0,6,3,3,3,0,0,3,0,6,0,3,3,0,0,0,0,3,0,0,3,3,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24.591666666666665,2.9166666666666665
3192,337000,OHWIC3E,0,2,2,-0.5186,0.0802,1.0,3,6,3,6,9,0,0,9,0,0,3,0,0,0,0,3,0,0,0,0,0,6,3,3,3,0,0,3,0,6,0,3,3,0,0,0,0,3,0,0,3,3,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24.591666666666665,2.9166666666666665
3193,337100,OHWIC3E,0,3,2,0.169,-0.03247,1.0,3,6,3,6,9,0,0,9,0,0,3,0,0,0,0,3,0,0,0,0,0,6,3,3,3,0,0,3,0,6,0,3,3,0,0,0,0,3,0,0,3,3,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24.591666666666665,2.9166666666666665
3194,337200,OHWIC3E,0,4,2,0.1893,0.2788,1.0,3,6,3,6,9,0,0,9,0,0,3,0,0,0,0,3,0,0,0,0,0,6,3,3,3,0,0,3,0,6,0,3,3,0,0,0,0,3,0,0,3,3,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24.591666666666665,2.9166666666666665
3205,338300,SUZWGCT,0,0,1,-1.161,-78.44,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2.5
3206,338400,SUZWGCT,0,1,2,-1.163,0.06213,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2.5
3222,340100,G89SYZL,0,0,2,1.72,-78.8,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,2.0
3223,340200,G89SYZL,0,1,0,0.565,0.4768,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,2.0
3285,346700,OHBXQDW,0,0,1,-0.295,-78.56,1.0,2,0,0,2,2,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.6,2.0
3286,346800,OHBXQDW,0,1,2,-0.2898,0.1267,1.0,2,0,0,2,2,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.6,2.0
3306,348800,O6X8ZWY,0,0,2,-1.999,-78.4,1.0,6,12,0,6,18,0,0,12,0,6,0,0,0,0,0,0,6,0,0,0,0,12,6,12,0,0,6,6,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21.961538461538467,2.550689831568968
3307,348900,O6X8ZWY,0,1,2,-2.0,-0.03986,1.0,6,12,0,6,18,0,0,12,0,6,0,0,0,0,0,0,6,0,0,0,0,12,6,12,0,0,6,6,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21.961538461538467,2.550689831568968
3308,349000,O6X8ZWY,0,2,2,-1.08,-0.06116,1.0,6,12,0,6,18,0,0,12,0,6,0,0,0,0,0,0,6,0,0,0,0,12,6,12,0,0,6,6,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21.961538461538467,2.550689831568968
3347,352900,WMA5NZ4,0,0,0,-1.55,-78.44,1.0,4,4,0,0,8,0,0,4,0,0,0,0,0,0,4,8,0,0,0,0,0,4,8,0,0,0,4,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17.57777777777778,3.4444444444444446
3348,353000,WMA5NZ4,0,1,0,-1.548,-0.03973,1.0,4,4,0,0,8,0,0,4,0,0,0,0,0,0,4,8,0,0,0,0,0,4,8,0,0,0,4,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17.57777777777778,3.4444444444444446
3443,363400,OCGBHDB,0,0,2,-0.821,-78.5,1.0,6,3,0,0,9,0,0,9,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,3,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.809090909090912,2.727272727272727
3444,363500,OCGBHDB,0,1,2,0.05573,0.4438,1.0,6,3,0,0,9,0,0,9,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,3,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.809090909090912,2.727272727272727
3445,363600,OCGBHDB,0,2,0,-0.837,0.1138,1.0,6,3,0,0,9,0,0,9,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,3,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.809090909090912,2.727272727272727
3460,365200,B9HSJBN,0,0,2,-0.11993,-78.56,1.0,16,16,0,40,32,16,0,64,16,16,0,8,8,0,0,40,0,0,0,0,0,8,8,56,0,8,0,0,0,16,8,8,8,0,8,16,0,24,0,0,0,16,16,8,0,0,0,16,0,0,0,0,8,0,0,0,0,0,0,16,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,48,23.53611111111111,2.9049856640332856
3461,365300,B9HSJBN,0,1,1,0.491,-78.6,1.0,16,16,0,40,32,16,0,64,16,16,0,8,8,0,0,40,0,0,0,0,0,8,8,56,0,8,0,0,0,16,8,8,8,0,8,16,0,24,0,0,0,16,16,8,0,0,0,16,0,0,0,0,8,0,0,0,0,0,0,16,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,48,23.53611111111111,2.9049856640332856
3462,365400,B9HSJBN,0,2,2,-0.1236,0.6064,1.0,16,16,0,40,32,16,0,64,16,16,0,8,8,0,0,40,0,0,0,0,0,8,8,56,0,8,0,0,0,16,8,8,8,0,8,16,0,24,0,0,0,16,16,8,0,0,0,16,0,0,0,0,8,0,0,0,0,0,0,16,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,48,23.53611111111111,2.9049856640332856
3463,365500,B9HSJBN,0,3,0,-0.881,0.07556,1.0,16,16,0,40,32,16,0,64,16,16,0,8,8,0,0,40,0,0,0,0,0,8,8,56,0,8,0,0,0,16,8,8,8,0,8,16,0,24,0,0,0,16,16,8,0,0,0,16,0,0,0,0,8,0,0,0,0,0,0,16,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,48,23.53611111111111,2.9049856640332856
3578,377800,8TGL8AO,1,0,0,-1.701,-78.4,1.0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,13.8,2.25
3579,377900,8TGL8AO,1,1,0,-1.699,-0.06866,1.0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,13.8,2.25
3635,383800,NWMXI2I,0,0,0,-0.7173,-78.5,1.0,45,9,0,45,63,0,0,54,0,9,0,0,0,0,0,54,0,0,0,0,0,18,27,36,0,0,18,18,0,36,9,9,9,9,9,0,0,9,0,0,0,0,0,9,0,0,0,9,0,0,0,18,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,13.275862068965516,2.4447386043445323
3636,383900,NWMXI2I,0,1,2,-0.721,0.1134,1.0,45,9,0,45,63,0,0,54,0,9,0,0,0,0,0,54,0,0,0,0,0,18,27,36,0,0,18,18,0,36,9,9,9,9,9,0,0,9,0,0,0,0,0,9,0,0,0,9,0,0,0,18,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,13.275862068965516,2.4447386043445323
3717,392200,RAY8DQP,1,0,2,-0.01678,-78.56,1.0,10,0,0,10,15,0,0,10,0,5,0,0,0,0,5,10,0,0,0,0,0,5,5,5,0,0,15,5,10,5,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16.322727272727274,3.1508152554905977
3718,392300,RAY8DQP,1,1,2,0.5005,-78.6,1.0,10,0,0,10,15,0,0,10,0,5,0,0,0,0,5,10,0,0,0,0,0,5,5,5,0,0,15,5,10,5,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16.322727272727274,3.1508152554905977
3719,392400,RAY8DQP,1,2,2,1.044,-78.7,1.0,10,0,0,10,15,0,0,10,0,5,0,0,0,0,5,10,0,0,0,0,0,5,5,5,0,0,15,5,10,5,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16.322727272727274,3.1508152554905977
3720,392500,RAY8DQP,1,3,2,0.4875,0.5625,1.0,10,0,0,10,15,0,0,10,0,5,0,0,0,0,5,10,0,0,0,0,0,5,5,5,0,0,15,5,10,5,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16.322727272727274,3.1508152554905977
3721,392600,RAY8DQP,1,4,2,-0.01965,0.5874,1.0,10,0,0,10,15,0,0,10,0,5,0,0,0,0,5,10,0,0,0,0,0,5,5,5,0,0,15,5,10,5,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16.322727272727274,3.1508152554905977
3722,392700,RAY8DQP,1,5,2,-0.0719,0.8623,1.0,10,0,0,10,15,0,0,10,0,5,0,0,0,0,5,10,0,0,0,0,0,5,5,5,0,0,15,5,10,5,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16.322727272727274,3.1508152554905977
3723,392800,RAY8DQP,1,6,2,1.079,0.646,1.0,10,0,0,10,15,0,0,10,0,5,0,0,0,0,5,10,0,0,0,0,0,5,5,5,0,0,15,5,10,5,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16.322727272727274,3.1508152554905977
3724,392900,RAY8DQP,1,7,2,0.2101,0.569,1.0,10,0,0,10,15,0,0,10,0,5,0,0,0,0,5,10,0,0,0,0,0,5,5,5,0,0,15,5,10,5,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16.322727272727274,3.1508152554905977
3860,407300,6H6CGAG,0,0,1,-0.773,-78.5,1.0,8,0,0,4,12,4,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,8,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15.080000000000002,2.5
3861,407400,6H6CGAG,0,1,2,-0.77,0.1039,1.0,8,0,0,4,12,4,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,8,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15.080000000000002,2.5
3890,410700,8WLZYBF,0,0,2,0.02808,-78.6,1.0,4,4,0,2,6,0,0,6,0,0,0,0,0,0,2,4,0,0,0,0,0,2,4,2,0,0,4,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6.585714285714286,1.7142857142857142
3891,410800,8WLZYBF,0,1,2,-0.1135,-78.56,1.0,4,4,0,2,6,0,0,6,0,0,0,0,0,0,2,4,0,0,0,0,0,2,4,2,0,0,4,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6.585714285714286,1.7142857142857142
